PopNum,NewSiteCode,Latitude,Longitude,range,ecoregion,region,countryORstate,Ann.Mean.Tmp,Mean.Diurn.Rng,Isotherm,Tmp.Seas,Max.Tmp.Wrm.M,Min.Tmp.Cld.M,Tmp.Ann.Rng,Mean.Tmp.Wet.Q,Mean.Tmp.Dry.Q,Mean.Tmp.Wrm.Q,Mean.Tmp.Cld.Q,Ann.Prc,Prc.Wet.M,Prc.Dry.M,Prc.Seas,Prc.Wet.Q,Prc.Dry.Q,Prc.Wrm.Q,Prc.Cld.Q,cmi_max,cmi_mean,cmi_min,cmi_range,gdd0,gdd5,gdd10,gddlgd10,gdgfgd10,gsl,gsp,gst,hurs_max,hurs_mean,hurs_min,hurs_range,ngd0,ngd5,ngd10,npp,pet_penman_max,pet_penman_mean,pet_penman_min,pet_penman_range,rsds_max,rsds_mean,rsds_min,rsds_range,scd,sfcWind_max,sfcWind_mean,sfcWind_min,sfcWind_range,vpd_max,vpd_mean,vpd_min,vpd_range,elev
216,Wilcox2,41.31,-105.66,invaded,NORTHAMERICAN_DESERTS,Wrockies,Wyoming,2783,132,3.559999943,8593,2994,2622,372,2871,2678,2899,2678,3246,503,96,484,1343,340,1175,340,-176,-634,-1266,1090,24545,14386,6843,269,143,104,2314,2836,5592,5265,4825,767,235,175,127,5628,16428,8951,2958,13470,27160,18464,8515,18645,156,5366,4460,3361,2005,11030,5054,1747,9283,2208
217,Hufbauer1,40.559085,-105.144169,invaded,GREAT_PLAINS,Erockies,Colorado,2821,137,3.829999924,8195,3021,2663,358,2859,2719,2930,2719,4599,772,105,500,1871,450,1481,450,-103,-555,-1208,1105,33855,21213,11597,285,121,144,3996,2841,5301,5205,5114,187,284,223,165,7649,17097,9272,2927,14170,25896,17616,8118,17778,101,3260,2874,2391,870,12465,6278,2584,9881,1647
218,Chynoweth1,39.76604,-109.5635,invaded,NORTHAMERICAN_DESERTS,Wrockies,Utah,2827,122,3.069999933,9905,3038,2640,398,2898,2699,2956,2699,3036,410,136,365,1133,442,961,442,-147,-781,-1565,1418,38011,25489,15395,289,112,105,2391,2842,5339,4669,3932,1407,274,227,178,5298,18400,10265,3122,15278,29093,19667,9430,19663,114,3659,3206,2844,815,18300,8103,2147,16153,1888
219,Chynoweth2,40.29092,-109.68361,invaded,NORTHAMERICAN_DESERTS,Wrockies,Utah,2836,138,3.230000019,10326,3062,2635,427,2909,2701,2969,2701,2318,349,134,311,811,445,498,445,-51,-739,-1594,1544,40978,28145,17549,291,105,87,1765,2835,5562,4790,4025,1537,278,235,187,4136,17396,9247,2142,15254,29096,18967,8208,20888,98,2526,2048,1597,929,19734,8559,2022,17712,1572
220,Chynoweth3,39.83576,-109.61202,invaded,NORTHAMERICAN_DESERTS,Wrockies,Utah,2849,128,3.150000095,9981,3062,2656,406,2920,2720,2979,2720,2371,297,111,335,874,367,699,367,-122,-753,-1481,1360,44493,30926,19663,297,97,74,2004,2844,5448,4701,3967,1481,296,248,201,4224,16736,9440,2593,14143,29155,19548,9099,20056,88,2548,2187,1947,601,20904,9304,2420,18484,1655
221,Chynoweth5,40.480805,-109.438229,invaded,NORTHAMERICAN_DESERTS,Wrockies,Utah,2826,132,3.119999886,10302,3050,2627,423,2902,2692,2959,2692,2449,359,138,299,828,451,539,451,-59,-732,-1575,1516,38165,25822,15780,289,113,94,1804,2835,5897,5103,4299,1598,268,225,177,4352,17363,9279,2220,15143,28977,19200,8529,20448,117,2292,1818,1369,924,17649,7622,1778,15871,1612
222,Chynoweth7,40.533605,-109.523564,invaded,NORTHAMERICAN_DESERTS,Wrockies,Utah,2819,132,3.190000057,10020,3041,2627,414,2894,2689,2949,2689,2362,332,135,285,793,427,546,427,-67,-722,-1528,1461,35947,23850,14161,287,117,89,1748,2831,5848,5151,4418,1430,264,218,171,4209,16875,9106,2190,14685,28799,19088,8410,20389,119,2135,1708,1294,841,16239,7093,1781,14458,1699
223,Chynoweth8,40.640878,-109.48689,invaded,NORTHAMERICAN_DESERTS,Wrockies,Utah,2788,131,3.200000048,9926,3010,2600,410,2863,2661,2918,2661,3298,438,174,277,1088,568,802,568,-61,-700,-1559,1497,27955,17431,9253,275,134,113,2106,2844,5912,5186,4423,1489,235,186,142,5709,17907,9635,2591,15316,28692,19894,9725,18967,162,2651,2205,1797,854,13460,5767,1438,12022,2263
224,GerminoBOP1,43.4720833,-116.2338306,invaded,NORTHAMERICAN_DESERTS,Wrockies,Idaho,2850,118,3.190000057,8829,3063,2692,371,2746,2961,2966,2738,3281,477,52,496,1272,239,293,1195,160,-817,-2073,2233,43420,29088,17655,296,99,157,2161,2830,5846,4932,3999,1847,331,256,198,5682,21338,10799,2910,18428,28566,17379,6011,22555,71,4277,3894,3478,799,19605,8719,2557,17048,913
225,DocEnglishBluffER1,51.9413,-122.2757,invaded,WESTERN_CORDILLERA,Wrockies,British_Columbia,2792,118,3.079999924,9229,2987,2602,385,2907,2749,2907,2668,3487,483,137,353,1275,434,1275,719,188,-410,-1020,1208,28201,16974,8283,270,123,135,2308,2843,6567,5657,5073,1494,249,199,148,6001,14240,6927,1141,13099,22842,13396,3150,19692,148,4218,3802,3239,978,10568,5136,1208,9360,594
226,SteelheadPP1,50.7532,-120.8696,invaded,NORTHAMERICAN_DESERTS,Wrockies,British_Columbia,2820,106,2.910000086,8929,3015,2651,364,2912,2773,2934,2704,2955,366,150,244,962,490,909,657,100,-593,-1396,1495,35120,22527,12605,284,112,135,2084,2838,6694,5744,5105,1589,278,226,173,5169,16806,8315,1759,15046,23159,13415,2975,20184,113,3720,3397,3166,554,12575,6041,1583,10992,491
227,NorthThompsonPP1,51.626117,-120.082572,invaded,NORTHAMERICAN_DESERTS,Wrockies,British_Columbia,2809,100,2.789999962,8775,2996,2640,356,2899,2767,2922,2696,4588,541,239,231,1403,766,1398,1074,384,-223,-846,1230,31972,19802,10475,279,120,180,3009,2856,6568,5835,5400,1168,270,216,160,7633,13126,5952,505,12620,22422,12679,2447,19975,132,1287,1201,1111,176,10745,5381,1445,9300,421
228,HaynesLease1,49.095,-119.525,invaded,NORTHAMERICAN_DESERTS,Wrockies,British_Columbia,2835,101,2.880000114,8556,3022,2670,352,2731,2940,2944,2726,3583,418,179,262,1153,616,840,1034,123,-728,-1765,1888,38739,25181,14566,290,107,164,2461,2845,6434,5554,4831,1603,305,242,184,6148,19951,10162,2829,17122,25255,15259,4667,20588,97,5309,5138,4999,310,14333,6815,1877,12456,349
229,Rain1,48.6961138,10.9254779,native,EUROPEAN_MOUNTAIN_MIXED_FORESTS,europe,Germany,2825,80,3.039999962,6793,2965,2701,264,2897,2782,2912,2738,7556,936,409,242,2511,1399,2476,1508,403,-61,-465,867,34109,20252,9978,285,112,292,6454,2847,6691,6135,5731,960,347,238,174,11503,12996,6660,1759,11237,19802,11663,3022,16780,48,3624,3141,2660,964,9273,5132,2166,7107,402
230,Schrobenhausen1,48.562989,11.257031,native,EUROPEAN_MOUNTAIN_MIXED_FORESTS,europe,Germany,2827,80,3.049999952,6765,2966,2704,262,2914,2754,2914,2740,8473,1075,445,263,2892,1537,2892,1632,484,53,-278,763,34831,20712,10278,286,111,311,7591,2843,6651,6129,5746,905,365,241,176,12557,12499,6263,1376,11123,19814,11795,3166,16648,0,3002,2589,2188,814,9270,5179,2246,7024,425
231,Monheim1,48.8384525,10.8461493,native,EUROPEAN_MOUNTAIN_MIXED_FORESTS,europe,Germany,2817,79,3.049999952,6632,2955,2697,258,2888,2774,2903,2732,8195,991,469,227,2695,1535,2616,1707,482,11,-383,865,31647,18313,8486,281,118,266,6213,2847,6903,6256,5808,1095,316,230,164,12244,12702,6442,1637,11065,19633,11468,2863,16770,85,4077,3558,3015,1062,8654,4754,1978,6676,519
232,RioGuadarrama1,40.4218962,-3.9482475,native,MEDITERRANEAN,mediterranean,Spain,2882,108,3.49000001,7206,3053,2742,311,2836,2981,2981,2795,5042,701,116,481,2071,494,494,1528,405,-534,-1746,2152,55239,36989,22181,317,68,258,5042,2846,6235,5358,4366,1869,365,365,250,8274,18579,9417,2323,16256,27746,17130,6517,21229,0,2263,2037,1894,369,19399,9288,3497,15902,623
233,RioManzanares1,40.5065601,-3.7705128,native,MEDITERRANEAN,mediterranean,Spain,2881,113,3.619999886,7148,3052,2739,313,2835,2979,2979,2795,4683,642,110,471,1895,466,466,1397,349,-542,-1707,2057,54752,36502,21753,317,69,246,4683,2841,6172,5320,4377,1795,365,365,249,7769,18130,9206,2248,15883,27632,17032,6467,21165,0,2064,1855,1738,326,19054,9223,3536,15518,652
234,ChervonaKalyna1,50.821111,26.022222,native,NORTHEASTERN_EUROPEAN_MIXED_FORESTS,europe,Ukraine,2811,73,2.539999962,8049,2965,2676,289,2900,2720,2913,2707,6090,981,294,406,2430,917,2368,1000,245,-112,-474,719,31470,19397,9849,278,113,231,4677,2863,6896,6283,5775,1121,270,216,166,9683,12158,6024,1327,10831,19286,10856,2276,17010,127,3646,3103,2550,1096,8784,4741,1643,7141,183
235,Tuchyn1,50.708056,26.5675,native,NORTHEASTERN_EUROPEAN_MIXED_FORESTS,europe,Ukraine,2811,73,2.519999981,8126,2965,2675,290,2913,2718,2913,2706,6092,1000,304,411,2418,939,2418,1017,238,-120,-536,774,31448,19423,9881,278,113,230,4662,2863,6905,6278,5760,1145,268,215,166,9686,12257,6090,1346,10911,19259,10844,2247,17012,128,3884,3320,2732,1152,8845,4748,1616,7229,190
236,Zurich1,47.388636,8.588118,native,EUROPEAN_MOUNTAIN_MIXED_FORESTS,europe,Switzerland,2827,82,3.25,6320,2957,2704,253,2909,2758,2909,2746,12338,1356,714,214,3985,2342,3985,2446,775,377,51,723,34823,19988,9536,289,116,345,11833,2832,6492,6057,5735,757,365,246,174,13664,12449,6108,1332,11117,19727,11588,3114,16613,0,2520,2214,1908,612,8988,5159,2472,6516,570
237,KlamathMarshNWR1,42.968146,-121.573903,invaded,WESTERN_CORDILLERA,Wrockies,Oregon,2809,134,3.920000076,7179,3017,2675,342,2730,2905,2905,2724,6713,1205,164,585,3087,542,625,2873,942,-281,-1490,2431,29138,16851,8204,281,136,144,2779,2845,6301,5589,4835,1466,294,203,146,10478,16507,8188,1936,14571,28483,17405,6113,22370,148,2358,2101,1794,564,11522,5491,2037,9485,1384
240,MarbleCanyon1,50.838,-121.709,invaded,NORTHAMERICAN_DESERTS,Wrockies,British_Columbia,2776,104,3,8136,2958,2612,346,2858,2734,2881,2674,4239,443,216,233,1283,659,1248,1010,320,-309,-975,1294,22377,12254,4908,263,144,163,2376,2848,6872,5819,5171,1701,235,173,120,7128,13934,6520,969,12964,22920,12971,2558,20362,180,3011,2843,2627,384,8899,4319,1115,7784,1235
245,Tekapo1,-44.006901,170.495575,invaded,AUS-NZ,AUS-NZ,New_Zealand,2814,75,3.559999943,4308,2918,2707,211,2833,2851,2868,2756,9241,935,617,99,2525,2044,2307,2334,403,-101,-695,1098,30156,14190,4035,100,319,365,9241,2814,6716,6149,5781,935,365,257,147,12524,14396,8397,3324,11072,23483,14931,5541,17942,0,5385,4799,4149,1236,6864,4471,2271,4593,762
246,Ruataniwha1,-44.292783,170.11389,invaded,AUS-NZ,AUS-NZ,New_Zealand,2832,75,3.519999981,4373,2935,2722,213,2853,2868,2886,2773,6415,699,408,130,1807,1416,1666,1562,291,-276,-864,1155,36667,19274,7095,115,292,359,6415,2832,6772,6040,5624,1148,365,296,189,10102,14127,7874,2444,11683,23118,14570,5257,17861,0,3421,2868,2135,1287,7986,5203,2463,5523,437
248,CloudyPeak1,-44.90381493,169.500903,invaded,AUS-NZ,AUS-NZ,New_Zealand,2785,83,4.03000021,4074,2888,2682,206,2824,2740,2836,2730,5779,704,350,190,1775,1136,1757,1184,115,-288,-726,841,19815,7151,562,62,360,261,4392,2805,6644,6326,6010,634,313,193,68,9275,13022,7502,3055,9967,23218,14286,4608,18610,93,7253,6225,5071,2181,5258,3460,1967,3291,809
249,StonyCreek1,-44.38826691,170.4288644,invaded,AUS-NZ,AUS-NZ,New_Zealand,2808,80,3.859999895,4009,2910,2703,207,2845,2763,2857,2753,5685,635,408,124,1611,1307,1570,1365,152,-325,-861,1013,27703,12085,2632,88,329,347,5685,2805,6552,6156,5852,700,365,250,125,9150,13672,7775,2786,10886,23036,14406,5076,17960,0,5125,4376,3408,1717,6303,4215,2313,3990,728
251,Dubois1,43.528122,-109.588172,invaded,NORTHAMERICAN_DESERTS,Wrockies,Wyoming,2767,121,3.480000019,7961,2963,2616,347,2799,2669,2873,2669,2135,365,63,519,897,208,692,208,-190,-702,-1411,1222,19909,10566,3984,260,158,81,1505,2815,5940,5418,4900,1040,219,159,103,3831,16303,8747,2574,13728,27994,18672,7838,20156,170,4601,4133,3564,1037,9169,4319,1467,7702,2162
252,LincolnNF1,32.827545,-105.66178,invaded,WESTERN_CORDILLERA,Wrockies,New_Mexico,2821,112,3.859999895,6871,2976,2686,290,2896,2780,2908,2733,6476,1279,209,664,3292,761,3147,1005,9,-517,-1312,1321,33223,19708,9606,286,114,215,5472,2847,5623,4852,4258,1365,318,232,173,10179,17066,10404,3882,13184,27683,19935,11456,16227,84,3554,2746,1811,1743,11380,6440,3033,8347,2550
253,ArkansasValley_CO,38.8157,-106.08334,invaded,WESTERN_CORDILLERA,Wrockies,Colorado,2766,155,4.170000076,8005,2959,2586,373,2862,2663,2868,2663,2400,428,86,504,1016,302,998,302,-134,-670,-1283,1149,20182,10510,3516,261,151,79,1625,2825,5850,5436,5109,741,222,166,111,4272,14844,8624,2418,12426,28493,20040,10153,18340,170,2671,2332,1766,906,7877,4163,1436,6441,2578
254,ChacoCanyon_NM,36.01613,-107.92401,invaded,NORTHAMERICAN_DESERTS,Wrockies,New_Mexico,2850,126,3.519999981,8704,3038,2681,357,2952,2899,2963,2739,2449,399,128,428,1033,439,891,448,-187,-877,-1704,1518,43726,29289,17889,298,99,79,2149,2837,5413,4679,3794,1619,330,257,200,4352,18345,10751,3448,14897,30167,20729,10522,19645,58,3803,3017,2398,1406,17062,8836,2806,14256,1909
255,Jemez_NM,35.75782,-106.70213,invaded,WESTERN_CORDILLERA,Wrockies,New_Mexico,2837,124,3.74000001,7959,3013,2681,332,2929,2883,2939,2734,3797,616,209,416,1565,673,1395,737,-47,-662,-1394,1346,39027,25063,14216,294,107,134,3170,2839,5397,4985,4389,1008,322,247,188,6472,16082,9692,3184,12899,28477,20087,10896,17581,71,2047,1643,1225,823,13217,7355,2758,10459,2094
256,ElPrado_NM,36.44828,-105.58631,invaded,NORTHAMERICAN_DESERTS,Wrockies,New_Mexico,2808,131,3.700000048,8059,2990,2635,355,2902,2703,2910,2703,4458,699,233,401,1785,734,1678,734,-57,-530,-1162,1105,30689,18613,9331,284,124,139,3302,2851,5492,5098,4585,907,271,212,161,7447,14682,8909,3085,11597,28232,20214,10867,17365,127,2428,1979,1460,968,10710,5970,2134,8576,2162
257,Lathrop_CO,37.61027,-104.82936,invaded,GREAT_PLAINS,Erockies,Colorado,2818,145,4,8393,3015,2653,362,2928,2712,2928,2712,5192,719,246,365,1809,796,1809,796,-182,-699,-1383,1200,33576,21160,11609,287,122,151,3817,2855,5217,5039,4851,366,279,218,166,8482,18738,11169,4618,14120,27155,19586,10543,16612,114,5839,5252,4180,1659,12477,6471,2493,9984,1969
258,Pakowki1,49.39317,-111.104537,invaded,GREAT_PLAINS,Erockies,Alberta,2796,115,3.079999924,9455,3001,2628,373,2893,2672,2916,2672,3539,705,139,547,1542,455,1397,455,-61,-576,-1446,1386,29355,18274,9420,275,123,125,2622,2849,5944,5397,4986,958,244,200,153,6080,17771,8623,2167,15604,25517,14989,4365,21152,144,5021,4704,4219,802,11564,5568,1616,9948,866
259,Marysville1,49.630897,-115.96087,invaded,WESTERN_CORDILLERA,Wrockies,British_Columbia,2799,114,3.130000114,8638,2992,2629,363,2885,2753,2911,2688,5091,720,289,290,1672,922,1489,1300,439,-288,-1123,1562,28940,17409,8716,275,128,170,2933,2862,6381,5674,5109,1272,257,202,148,8342,15207,6966,756,14450,24596,14368,3756,20840,151,1465,1345,1208,258,11024,5217,1463,9561,1003
260,Wellfleet1,40.802,-100.679,invaded,GREAT_PLAINS,Erockies,Nebraska,2831,122,3.210000038,9651,3041,2662,379,2931,2707,2956,2707,5910,1029,95,636,2792,377,2540,377,-174,-552,-1177,1003,38553,25929,15721,289,110,171,5297,2862,5630,5482,5279,351,277,229,180,9448,19593,10261,3065,16528,24932,16715,7849,17083,100,5516,4811,4295,1221,13622,6647,2195,11427,904
261,Lasky3,36.06511333,-112.1212283,invaded,WESTERN_CORDILLERA,Wrockies,Arizona,2829,134,3.74000001,8582,3022,2663,359,2932,2873,2941,2720,4018,559,92,368,1279,483,1015,1225,125,-652,-1820,1945,36884,23830,13703,290,115,135,2429,2850,5061,4560,3747,1314,294,231,176,6802,19081,9759,2758,16323,29006,16936,5661,23345,108,6494,5380,4458,2036,15104,7804,2686,12418,1809
262,SouthCharleston1,38.366662,-81.687081,invaded,SOUTHEASTERN_PLAINS_FORESTS,Erockies,West_Virginia,2868,95,3.019999981,8012,3025,2709,316,2951,2877,2969,2761,10902,1261,710,183,3502,2320,3253,2357,562,47,-434,997,50163,33696,20836,314,85,365,10902,2869,6164,5847,5538,626,365,285,230,15069,15004,8360,2502,12503,21909,14627,6380,15529,0,2427,2071,1530,897,11866,7153,3009,8857,224
263,Lexington1,38.05641,-84.51888,invaded,SOUTHEASTERN_PLAINS_FORESTS,Erockies,Kentucky,2864,96,2.950000048,8333,3029,2705,324,2950,2924,2969,2753,12080,1359,842,155,3671,2587,3208,2764,707,83,-558,1266,48374,32586,20159,309,89,365,12080,2864,5934,5751,5562,372,365,276,221,16153,15942,8959,2844,13098,22162,14913,6479,15683,0,3347,2891,2197,1150,12882,7289,2758,10124,290
264,TailOfTheDragon1,35.50371,-83.97611,invaded,SOUTHEASTERN_PLAINS_FORESTS,Erockies,Tennessee,2877,96,3.210000038,7403,3024,2725,299,2778,2930,2970,2778,14324,1516,770,179,4329,2644,3535,4329,1011,224,-468,1479,53362,35731,21991,318,75,365,14324,2878,6179,5875,5562,617,365,309,244,18005,15271,9343,3550,11722,22062,15599,7867,14195,0,3850,3130,2209,1641,12025,7434,3322,8703,409
266,Gadsden1,33.9958,-86.08133,invaded,SOUTHEASTERN_PLAINS_FORESTS,Erockies,Alabama,2898,98,3.309999943,7369,3047,2751,296,2818,2952,2991,2801,13079,1300,800,133,3769,2643,3150,3664,729,3,-641,1370,61056,42806,27276,329,61,365,13079,2899,6029,5841,5611,418,365,365,269,17010,16740,10577,4426,12314,21985,15889,8294,13691,0,3559,2985,2133,1425,13836,8630,3843,9993,163
267,Etowah1,34.125153,-84.807382,invaded,SOUTHEASTERN_PLAINS_FORESTS,Erockies,Georgia,2895,98,3.289999962,7360,3045,2747,298,2815,2947,2988,2797,12440,1215,825,117,3543,2702,3126,3397,588,-90,-717,1304,59808,41558,26351,327,63,365,12440,2895,5986,5802,5538,448,365,365,265,16468,17037,10964,4878,12159,21875,15804,8283,13592,0,4227,3509,2491,1735,13788,8520,3786,10002,222
268,BrownStreet1,35.78389,-80.26138,invaded,SOUTHEASTERN_PLAINS_FORESTS,Erockies,North_Carolina,2883,101,3.25999999,7545,3041,2731,310,2980,2835,2980,2784,11418,1167,825,104,3269,2557,3269,2659,395,-137,-672,1067,55498,37518,23498,321,75,365,11418,2884,5970,5705,5376,594,365,321,247,15554,17285,10613,4349,12936,22147,15729,8231,13916,0,4383,3696,2869,1515,13461,8099,3593,9868,226
269,Richmond1,37.53666,-77.42661,invaded,SOUTHEASTERN_PLAINS_FORESTS,Erockies,Virginia,2881,97,3.039999962,7897,3045,2728,317,2983,2778,2983,2778,10999,1141,746,138,3233,2425,3233,2425,550,-18,-601,1152,54844,37174,23560,322,80,365,10999,2882,6000,5661,5422,578,365,307,243,15161,15875,9113,3088,12788,22180,15426,7860,14320,0,2750,2381,1867,883,14025,8122,3518,10507,36
270,ChesapeakeBeach1,36.91339,-76.071514,invaded,SOUTHEASTERN_PLAINS_FORESTS,Erockies,Virginia,2885,51,2,7394,3014,2757,257,2976,2813,2978,2791,11819,1393,811,193,3861,2551,3731,2552,425,-61,-623,1049,56123,37894,23634,333,86,365,11819,2885,6277,5902,5688,589,365,345,248,15920,17088,10170,4250,12839,23440,15980,7750,15690,0,4373,3867,3101,1273,12323,7678,3706,8617,-5
271,HappyJacks1,-35.99964,148.45997,invaded,AUS-NZ,AUS-NZ,Australia,2816,88,3.75,5180,2945,2711,234,2749,2880,2882,2749,11886,1459,662,260,3951,2024,2314,3951,931,70,-981,1913,30681,15569,5753,96,309,365,11886,2816,6927,6163,5497,1430,365,243,153,12697,16535,8832,2731,13805,26939,17245,7183,19756,0,3542,3127,2694,848,8213,4681,2018,6195,1389
272,SumnerRd1,46.698,-116.812,invaded,WESTERN_CORDILLERA,Wrockies,Idaho,2822,110,3.25999999,7788,3012,2676,336,2731,2922,2924,2725,5281,675,173,357,1863,598,763,1658,374,-457,-1671,2044,33914,20864,10956,284,118,186,2979,2849,6387,5518,4572,1815,297,231,167,8604,18438,8814,2072,16366,27184,15396,4451,22733,111,3553,3204,2924,628,13297,6237,1983,11314,801
273,ElkBisonPrairie1,36.790864,-88.06507,invaded,SOUTHEASTERN_PLAINS_FORESTS,Erockies,Kentucky,2880,75,2.420000076,8375,3033,2725,308,2877,2941,2986,2768,13492,1395,824,135,3782,2690,3091,3603,937,141,-713,1650,54245,37265,23932,319,80,365,13492,2880,6049,5849,5649,400,365,295,240,17349,16870,9492,3044,13826,22540,15353,6936,15604,0,3335,2833,2138,1196,13839,7893,2955,10884,177
275,OFallon1,38.5987833,-89.9200742,invaded,SOUTHEASTERN_PLAINS_FORESTS,Erockies,Illinois,2867,95,2.730000019,9177,3043,2695,348,2922,2743,2982,2743,11933,1391,657,211,3785,2151,3350,2151,600,8,-680,1280,49563,34648,22250,310,86,298,10662,2896,5891,5629,5381,510,340,271,225,16022,17522,9542,2858,14664,23165,15455,6742,16423,54,3877,3276,2479,1399,14443,7897,2552,11891,166
276,Waterloo1,41.28668333,-96.24690333,invaded,GREAT_PLAINS,Erockies,Nebraska,2838,103,2.670000076,10326,3034,2648,386,2945,2699,2967,2699,8021,1236,209,513,3313,721,3229,721,-8,-323,-951,943,41785,28932,18133,296,102,251,6810,2895,6127,5768,5481,646,278,237,195,12045,18839,9727,2573,16267,23795,15599,6849,16946,108,4988,4378,3683,1305,13223,6690,1799,11424,365
277,Thomas01,44.951503,-74.932863,invaded,MIXED_WOOD_PLAINS,Erockies,New_York,2804,91,2.349999905,10124,2990,2603,387,2919,2679,2929,2669,10026,1027,577,182,2944,1846,2914,1971,525,12,-573,1097,32773,21126,11726,283,119,209,6655,2878,6248,5929,5551,697,254,211,165,11665,15763,7947,2012,13751,21372,13167,4401,16971,149,5049,4688,3964,1086,10009,5085,1292,8717,71
278,Tulln1,48.307257,15.898858,native,EUROPEAN_MOUNTAIN_MIXED_FORESTS,europe,Austria,2833,85,2.920000076,7487,2983,2692,291,2929,2736,2929,2736,6391,808,306,346,2372,1028,2372,1028,215,-175,-578,793,37445,23471,12675,289,103,276,5565,2860,6544,6057,5691,853,325,246,187,10071,13577,6927,1727,11850,19684,11842,3258,16426,67,3561,3232,2857,704,10371,5633,2181,8190,185
279,Langenzersdorf1,48.30277778,16.36638889,native,EUROPEAN_MOUNTAIN_MIXED_FORESTS,europe,Austria,2836,84,2.829999924,7600,2990,2695,295,2933,2737,2933,2737,5862,700,289,308,2055,985,2055,985,229,-214,-695,923,38475,24362,13424,291,102,261,5124,2855,6602,6045,5626,976,333,248,190,9385,13714,6888,1484,12230,20130,12225,3476,16654,51,3294,3042,2684,610,10948,5817,2160,8788,215
280,Sungbuk1,37.59605,127.0070944,invaded,Asia,Asia,South_Korea,2847,93,2.470000029,9864,3013,2636,377,2964,2715,2969,2715,15495,4451,224,1011,9759,716,9434,716,3094,481,-161,3256,44132,30581,19275,303,99,268,14571,2894,6843,5879,5416,1427,296,248,205,15446,12883,7704,2397,10486,20313,14717,8639,11674,89,2379,2128,1857,522,10548,6257,2185,8363,105
281,MtHermon1,33.305359,35.78454,native,MEDITERRANEAN,mediterranean,Lebanon,2812,120,3.930000067,6817,2974,2668,306,2725,2895,2897,2725,9350,2260,11,1020,5852,52,61,5852,1535,-532,-2194,3730,30174,17410,7880,291,132,132,2275,2843,5620,4714,3838,1782,296,221,160,12350,22049,12810,5492,16557,29276,21066,11355,17921,152,7065,6542,5778,1287,12235,6576,2488,9747,1789
282,MtHermon2,33.317017,35.808246,native,MEDITERRANEAN,mediterranean,Lebanon,2816,121,3.940000057,6803,2979,2672,307,2729,2899,2901,2729,9373,2255,11,1013,5831,51,60,5831,1596,-436,-2064,3660,31505,18393,8574,294,128,140,2685,2841,5712,4804,3954,1758,306,226,167,12697,20741,11861,4807,15934,29335,20243,10036,19299,137,5710,5253,4633,1077,12308,6659,2494,9814,2010
283,Noordwijk1,52.251682,4.437516,native,EUROPEAN_MOUNTAIN_MIXED_FORESTS,europe,Netherlands,2835,39,2.25999999,4830,2927,2753,174,2849,2820,2898,2775,9654,1095,438,244,3136,1718,2754,2354,608,12,-555,1163,37905,20245,8633,305,120,365,9654,2835,6728,6402,6176,552,365,287,186,13827,13255,7647,3605,9649,20228,11041,2066,18162,0,7237,5940,5025,2212,7493,4798,2731,4762,4
284,Bessungen1,49.849071,8.641801,native,EUROPEAN_MOUNTAIN_MIXED_FORESTS,europe,Germany,2833,77,3.039999962,6506,2971,2718,253,2902,2791,2918,2750,8398,808,552,116,2364,1829,2301,1946,572,56,-468,1040,37323,21952,11040,290,108,365,8398,2834,6794,6168,5724,1070,365,254,183,12473,12422,6110,1451,10971,19511,11015,2445,17066,0,3251,2782,2368,882,9819,5392,2288,7531,161
285,MurraySettlement1,46.81907,-65.48459,invaded,MIXED_WOOD_PLAINS,Erockies,New_Brunswick,2785,92,2.339999914,10005,2975,2583,392,2741,2709,2910,2652,10498,1016,681,105,2874,2238,2727,2424,761,237,-331,1092,27733,16980,8627,276,133,187,6042,2866,6158,5959,5802,356,238,191,144,10099,12628,6038,1125,11503,19993,12500,4443,15550,166,3038,2839,2515,523,8846,4423,1111,7735,40
286,Babaikha1,56.105421,37.396155,native,NORTHEASTERN_EUROPEAN_MIXED_FORESTS,europe,Russia,2780,67,2.019999981,9435,2955,2622,333,2901,2718,2901,2660,7057,853,332,303,2502,1083,2502,1414,424,47,-514,938,25730,15437,7339,261,124,180,4402,2862,7253,6346,5530,1723,226,184,138,9704,11795,5213,825,10970,18819,9712,1211,17608,181,3461,3065,2506,955,8872,4110,990,7882,189
287,Karlsruhe1,49.03954,8.39221,native,EUROPEAN_MOUNTAIN_MIXED_FORESTS,europe,Germany,2841,77,3,6613,2980,2723,257,2798,2799,2928,2757,8482,843,582,129,2384,1861,2131,2098,637,40,-549,1186,40243,24173,12722,295,102,365,8482,2842,6677,6107,5683,994,365,265,194,12567,12932,6395,1558,11374,19711,11420,2834,16877,0,3124,2644,2215,909,10494,5758,2484,8010,117
288,Karlsruhe3,49.04015,8.39116,native,EUROPEAN_MOUNTAIN_MIXED_FORESTS,europe,Germany,2842,77,2.99000001,6606,2980,2723,257,2798,2799,2928,2757,8438,840,579,129,2374,1852,2116,2091,618,18,-578,1196,40334,24229,12751,295,102,365,8438,2842,6676,6105,5681,995,365,265,194,12518,13164,6579,1720,11443,19710,11417,2831,16879,0,3343,2829,2370,973,10511,5767,2489,8022,117
